Arrival Date,Consignee,Consignee Address,Consignee City,Consignee State/Region,Consignee Postal Code,Consignee Country,Consignee Full Address,Consignee Email 1,Consignee Email 2,Consignee Email 3,Consignee Phone 1,Consignee Phone 2,Consignee Phone 3,Consignee Fax,Consignee Website 1,Consignee Website 2,Consignee Profile,Consignee D-U-N-S®,Consignee Industry,Consignee Revenue,Consignee Employees,Consignee Market Capitalization,Consignee Trade Roles,Consignee SIC Codes,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Trade Roles,Shipper SIC Codes,Shipment Destination,Shipment Destination Region,Quantity,Weight (kg),Value of Goods (USD),Number of Containers,HS Code,Goods Shipped
2019-03-11,Brumate Llc,3524 North Mike Daley Drive,San Bernardino,California,92407,United States,"3524 N Mike Daley Dr, San Bernardino, CA 92407, USA",,,,,,,,,,https://panjiva.com/Brumate-Llc/60579421,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,2446 CTN,25877.0,"",2,9617.00; 9617.00,"VACUUM FLASK
VACUUM CUP
VACUUM CUP WITH GEL
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.; VACUUM FLASK
VACUUM CUP
VACUUM CUP WITH GEL
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
."
2019-03-10,Wyld Gear Llc,245 Baker Lane,Evansville,Wyoming,82636,United States,"245 Baker Lane, Evansville, WY 82636, USA",,,,+1 307 259 8876,,,,,,https://panjiva.com/Wyld-Gear-Llc/62571245,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Oakland, Oakland, California",Pacific Region,1107 CTN,13413.0,"",2,7326.90; 7326.90,"ROTO COOLER BOX STAINLESS STEEL PET BOWL VACU
.; ROTO COOLER BOX STAINLESS STEEL PET BOWL VACU
."
2019-03-10,Brumate Llc,3524 North Mike Daley Drive,San Bernardino,California,92407,United States,"3524 N Mike Daley Dr, San Bernardino, CA 92407, USA",,,,,,,,,,https://panjiva.com/Brumate-Llc/60579421,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,4073 CTN,54446.0,"",5,9617.00; 9617.00; 9617.00; 9617.00; 9617.00,"VACUUM FLASK
VACUUM CUP WITH GEL
VACUUM CUP
STAINLESS STEEL FLASK
NYLON BAG
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.; VACUUM FLASK
VACUUM CUP WITH GEL
VACUUM CUP
STAINLESS STEEL FLASK
NYLON BAG
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.; VACUUM FLASK
VACUUM CUP WITH GEL
VACUUM CUP
STAINLESS STEEL FLASK
NYLON BAG
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.; VACUUM FLASK
VACUUM CUP WITH GEL
VACUUM CUP
STAINLESS STEEL FLASK
NYLON BAG
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.; VACUUM FLASK
VACUUM CUP WITH GEL
VACUUM CUP
STAINLESS STEEL FLASK
NYLON BAG
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
."
2019-03-07,Friend Smith And Co. Inc.,,,,,Puerto Rico,Puerto Rico,rosanaferrer@yahoo.com,,,+1 787 793 8920,+1 787 782 7850,+1 787 257 1301,,,,https://panjiva.com/Friend-Smith-And-Co-Inc/1838654,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","San Juan, San Juan, Puerto Rico",Southeast Region,335 CTN,5099.74,"",1,9617.00,"VACUUM FLASK VACUUM MUG  ,CHINA    EIN #66-02
32807 MRC #0032111-0007    ATTN:SIAMID MININO"
2019-03-04,Infuze Llc,690 Main Street,Logan,Utah,84321,United States,"690 Main St, Logan, UT 84321, USA",,,,,,,,,,https://panjiva.com/Infuze-Llc/62292801,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Oakland, Oakland, California",Pacific Region,165 CTN,2112.0,"",1,9617.00,VACUUM FLASK
2019-02-28,Starbucks Coffee Co.,,,,,,SEATTLE WA 98134 UNITED STATES,investorrelations@starbucks.com,,,+1 206 447 1575,,,+1 206 447 3432,starbucks.com,,https://panjiva.com/Starbucks-Coffee-Co/1824619,155366107,"Hotels, Restaurants and Leisure",22386800000.0,291000,94546272000.0,Logistics,"5149, 5461, 5499, 5812, 7996",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Huntsville International Airport, Huntsville, Alabama",South Central Region,3129 PCS,23589.0,"",3,8215.99; 8215.99; 8215.99,"STAINLESS STEEL COLD CUP
PO
80833905-29/80833905-24/80833905-19
/
80833905-13/80833905-3
S/CS18NGP059 / 2018
AMS COLLECT
OTHC BY STARBUCKS USA
---DAVID.BARNESEXPEDITORS.COM
---TEL  1 206-318-0789
----DAVID.BARNESEXPEDITORS.COM
----TEL  1 206-318-0789; STAINLESS STEEL COLD CUP
PO
80833905-29/80833905-24/80833905-19
/
80833905-13/80833905-3
S/CS18NGP059 / 2018
AMS COLLECT
OTHC BY STARBUCKS USA
---DAVID.BARNESEXPEDITORS.COM
---TEL  1 206-318-0789
----DAVID.BARNESEXPEDITORS.COM
----TEL  1 206-318-0789; STAINLESS STEEL COLD CUP
PO
80833905-29/80833905-24/80833905-19
/
80833905-13/80833905-3
S/CS18NGP059 / 2018
AMS COLLECT
OTHC BY STARBUCKS USA
---DAVID.BARNESEXPEDITORS.COM
---TEL  1 206-318-0789
----DAVID.BARNESEXPEDITORS.COM
----TEL  1 206-318-0789"
2019-02-25,United By Blue,422 Hazelwood Logistics Center Drive,Hazelwood,Missouri,63042,United States,"422 Hazelwood Logistics Center Dr, Hazelwood, MO 63042, USA",,,,+1 508 340 7772,,,,,,https://panjiva.com/United-By-Blue/47926920,,"Textiles, Apparel and Luxury Goods",,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Service Port-St. Louis, St. Louis, Missouri",North Central Region,721 CTN,4916.0,"",1,7323.93,"STAINLESS STEEL MUG VACUUM FLASK ENAMEL
MUG
.
.
.
.
."
2019-02-24,Waymore. Llc,19300 South Hamilton Avenue,Gardena,California,90248,United States,"19300 S Hamilton Ave, Gardena, CA 90248, USA",,,,+1 424 340 9556,+1 310 516 0666,,,,,https://panjiva.com/Waymore-Llc/60156475,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,400 CTN,1440.0,"",1,3924.10,PLASTIC MUG
2019-02-24,Base Brands Llc,887 West Marietta Street Northwest,Atlanta,Georgia,30318,United States,"887 West Marietta Street Northwest, Atlanta, GA 30318, USA",emandrew@basebrands.com,,,+1 678 395 7513,,,,,,https://panjiva.com/Base-Brands-Llc/1912036,,Containers and Packaging,395063,4,,"","5719, 7311",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,274 CTN,642.0,"",1,"",DW FLASK
2019-02-22,Big Frig,558 River Drive,North Sioux City,South Dakota,57049,United States,"558 River Dr, North Sioux City, SD 57049, USA",,,,+1 605 261 5064,,,,,,https://panjiva.com/Big-Frig/39563887,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","EPPLEY AIRFIELD, Omaha, Nebraska",North Central Region,972 CTN,11156.0,"",1,9617.00,"VACUUM CUP
VACUUM FLASK"
2019-02-22,Jushi Usa,4982 4th Street,Baldwin Park,California,91706,United States,"4982 4th Street, Baldwin Park, CA 91706, USA",info@jushiusa.com,,,+1 626 960 2038,,,+1 626 960 2037,jushiusa.com,,https://panjiva.com/Jushi-USA/2075822,931867154,Household Durables,10210070,510,,Logistics,"5033, 5045","Yusen Logistics (China) Co., Ltd. Ningbo Branch",,Ningbo,Zhejiang,,China,"Ningbo, Zhejiang, China",,,,,,,,,,https://panjiva.com/Yusen-Logistics-China-Co-Ltd-Ningbo-Branch/48274319,,,,,,Logistics,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,3350 CTN,9430.0,"",1,"","VACUUM BOTTLE,PLASTIC BOTTLE
VACUUM BOTTLE
PLASTIC BOTTLE
PLASTIC MUG
PO NO.  165759 SKU NO. 94766.01
PO NO.  166320 SKU NO. 91684.03
PO NO.  166330 SKU NO. 92616.04
PO NO.  166361 SKU NO. 94838.01
PO NO.  167002 SKU NO. 116453.01
PO NO.  167201 SKU NO. 107322.01
PO NO.  167201 SKU NO. 94766.01
SHIPPER DECLARED THAT THIS SHIPMENT
CONTAINS WOOD PACKAGING MATERIAL.
CY-DOOR
@O/B EVERICH AND TOMIC HOUSEWARES
@CO LTD
@ROOM 530,UNIT A 17,NO.9 JIUSHENG
@ROAD, JIANGGAN DISTRICT,HANGZHOU,
@HANGZHOU 310016, CHINA
@O/B ZHEJIANG GANGZIDA INDUSTRY AND
@TRADE CO.,LTD
@NO.3 WEISAN EAST ROAD, TONGQIN
@HARDWARE INDUSTRIAL, JINHUA
@321200, CHINA
@O/B YONGKANG SHUNTAI INDUSTRIAL
@CO., LTD
@YONGKANG LUTOU INDUSTRY ZONE
@HARDWARE SCIENCE AND TECHNOLOGY
@AREA , YONGKANG,
@ZHEJIANG 231300, CHINA
@O/B ZHEJIANG GANGZIDA INDUSTRY AND
@TRADE CO.,LTD
@NO.3 WEISAN EAST ROAD, TONGQIN
@HARDWARE INDUSTRIAL, JINHUA
@321200, CHINA
@@PHONE  (323) 832-8900 EXT. 1133
@@EMAIL SANDYJ@GIBSONUSA.COM
@@@PHONE  (323) 832-8900 EXT. 1133
@@@EMAIL SANDYJ@GIBSONUSA.COM
@@@@GISELLE HASROUTY
@@@@GISELLE.HASROUTY@US.YU
@@@@SEN-LOGISTICS.COM
@@@@GOI-CHB.LAX@US.YUSEN-LOGISTICS.
@@@@COM"
2019-02-22,Pittsford Outfitters Inc.,3349 Monroe Avenue,Rochester,New York,14618,United States,"3349 Monroe Ave, Rochester, NY 14618, USA",,,,+1 718 995 0880,+1 562 222 7755,,,,,https://panjiva.com/Pittsford-Outfitters-Inc/46806396,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","The International Port of Memphis, Memphis, Tennessee",South Central Region,84 CTN,573.0,"",1,"",VACUUM CUP
2019-02-21,Trudeau Corp. 1889 Inc.,1600 Rue Eiffel,Boucherville,Québec,,Canada,"1600 Rue Eiffel, Boucherville, QC J0L, Canada",,,,+1 450 655 7441,,,+1 450 655 1934,trudeaucorp.com,,https://panjiva.com/Trudeau-Corp-1889-Inc/29524186,200120678,Household Durables,15471381,135,,"",5023,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Tacoma, Tacoma, Washington",Pacific Region,42 CTN,210.0,"",1,3923.30,PLASTIC BOTTLE
2019-02-20,Koru Distribution,2 Kenview Boulevard,Brampton,Ontario,L6T 5E4,Canada,"2 Kenview Blvd, Brampton, ON L6T 5E4, Canada",,,,,,,,,,https://panjiva.com/Koru-Distribution/62480385,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Tacoma, Tacoma, Washington",Pacific Region,43 CTN,245.0,"",1,"",BRUSH
2019-02-20,Loblaw Companies Limited,,,,,,"1 President’s Choice Circle, Brampton, Ontario, Canada, L6Y 5S5",lclcustoms@loblaw.ca,loblawcustoms@loblaw.ca,christine.schmidt@loblaw.ca,+1 905 459 2500,,,+1 905 861 2387,loblaw.ca,,https://panjiva.com/Loblaw-Companies-Limited/1829927,201782513,,35402025787,136000,,"Logistics, Wholesale","5141, 5411, 5912, 8742",Dhl Isc Ltd. (Hk),,,,,,HOUSEWARES CO. LTD UNITA 17 NO.9 JIUSHENG RD JIANGGAN DISTRICT HANGZHOU ZHEJIANG CHINA,,,,,,,,,,https://panjiva.com/Dhl-Isc-Ltd-HK/62478434,,,,,,Logistics,"","Port of Tacoma, Tacoma, Washington",Pacific Region,214 CTN,1648.0,"",1,3923.90; 3924.10.00,"PC BOTTLE SW REUSABLE ICECUBE
PC BOTTLE SW REUSABLE ICECUBE
PO#482895059332
HS CODE 39241000
THIS SHIPMENT CONTAIN NO WOOD PACKING
MATERIALS
.
.
.
@FAX-905-861-2602"
2019-02-17,Dba Proactive Sports Inc.,1200 SE 2nd Ave,Canby,Oregon,97013,United States,"1200 SE 2nd Ave, Canby, OR 97013, America",kelly@proactivesports.com,,,+1 503 263 8583,,,+1 503 263 8579,proactivesports.com,,https://panjiva.com/Dba-Proactive-Sports-Inc/2009797,,,6471891,23,,"","3949, 5091",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Portland, Portland, Oregon",Pacific Region,894 CTN,7469.0,"",1,9617.00,VACUUM FLASK
2019-02-16,Hydy Inc.,434 McCown Avenue,San Mateo,California,94403,United States,"434 McCown Ave, San Mateo, CA 94403, USA",,,,,,,,,,https://panjiva.com/Hydy-Inc/60841712,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Oakland, Oakland, California",Pacific Region,24 CTN,134.0,"",1,3923.30,PLASTIC BOTTLE
2019-02-15,Snowfox,1048 Irvine Avenue,Newport Beach,California,92660,United States,"1048 Irvine Ave, Newport Beach, CA 92660, USA",,,,,,,,,,https://panjiva.com/Snowfox/47905094,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,915 CTN,5483.0,"",1,"","VACUUM CUP
."
2019-02-15,Starbucks Coffee Co.,,,,,,SEATTLE WA 98134 UNITED STATES,investorrelations@starbucks.com,,,+1 206 447 1575,,,+1 206 447 3432,starbucks.com,,https://panjiva.com/Starbucks-Coffee-Co/1824619,155366107,"Hotels, Restaurants and Leisure",22386800000.0,291000,94546272000.0,Logistics,"5149, 5461, 5499, 5812, 7996",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","The International Port of Memphis, Memphis, Tennessee",South Central Region,1016 CTN,8211.0,"",1,7323.93,STAINLESS STEEL COLD CUP
2019-02-15,Ariel Premium Sipply,8825 Page Avenue,St. Louis,Missouri,63114,United States,"8825 Page Avenue, St. Louis, MO 63114, USA",,,,+1 314 890 0330,,,,arielpremium.com,,https://panjiva.com/Ariel-Premium-Sipply/1903448,807713599,,37225413,116,,Wholesale,5199,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Service Port-St. Louis, St. Louis, Missouri",North Central Region,121 CTN,1033.0,"",1,"",PLASTIC LID
2019-02-15,Select Design Ltd.,208 Flynn Avenue,Burlington,Vermont,05401,United States,"208 Flynn Avenue, Burlington, VT 05401, USA",info@selectdesign.com,,,+1 802 864 9075,,,+1 802 865 2223,selectdesign.com,,https://panjiva.com/Select-Design-Ltd/2111072,,,8283788,75,,"","2759, 3999, 7389, 8742",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port Of Boston, Boston, Massachusetts",Northeast Region,105 CTN,630.0,"",1,3923.30,PLASTIC BOTTLE
2019-02-14,Vinglace,,,Florida,,United States,"Florida, USA",,,,,,,,,,https://panjiva.com/Vinglace/41823072,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Houston, Houston, Texas",Southwest Region,286 CTN,3842.0,"",1,9617.00,"VACUUM FLASK VACUUM CUP GLASS CUP
.
.
."
2019-02-12,Marriott's Maui Ocean Club,100 Nohea Kai Drive,Lahaina,Hawaii,96761,United States,"100 Nohea Kai Drive, Lahaina, HI 96761, USA",,,,+1 808 269 2404,,,,,,https://panjiva.com/Marriott-s-Maui-Ocean-Club/18775049,,,,,,"",7011,Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Greater Orlando Aviation Authority, Orlando, Florida",Southeast Region,126 CTN,699.0,"",1,"",VACUUM CUP
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,,Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Virginia, Norfolk, Virginia",Southeast Region,322 CTN,2724.0,"",1,3924.10,"SMALL ITEMS WRAP LARGE ZIPPER BAG ASHTRAY PLA
STIC BOTTLE"
2019-02-09,Jrd Marketing Llc,6225 Spectrum,Irvine,California,92618,United States,"6225 Spectrum, Irvine, CA 92618, USA",,,,+1 562 552 5666,,,,,,https://panjiva.com/Jrd-Marketing-Llc/37594669,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,81 CTN,972.0,"",1,9617.00,VACUUM FLASK
2019-02-08,Tiny Trucker Co.,3816 Lake Park Street,Fallbrook,California,92028,United States,"3816 Lake Park St, Fallbrook, CA 92028, USA",,,,,,,,,,https://panjiva.com/Tiny-Trucker-Co/40638175,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Service Port-Phoenix, Phoenix, Arizona",Southwest Region,61 CTN,750.0,"",1,9617.00,VACUUM MUG
2019-02-08,Infuze Llc,690 Main Street,Logan,Utah,84321,United States,"690 Main St, Logan, UT 84321, USA",,,,,,,,,,https://panjiva.com/Infuze-Llc/62292801,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Port of Oakland, Oakland, California",Pacific Region,241 CTN,2199.0,"",1,"",PLASTIC LID
2019-02-08,Pacific Rim Ventures Inc.,1200 Southeast 2nd Avenue,Canby,Oregon,97013,United States,"1200 Southeast 2nd Avenue, Canby, OR 97013, USA",weborders@proactivesports.com,,,+1 503 263 8583,,,+1 503 263 8579,proactivesports.com,,https://panjiva.com/Pacific-Rim-Ventures-Inc/2009798,,,6471891,23,,"","3949, 5091, 5199",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","The Port of Los Angeles, Los Angeles, California",Pacific Region,334 CTN,3253.0,"",1,9617.00,VACUUM FLASK
2019-02-08,Base Brands Llc,887 West Marietta Street Northwest,Atlanta,Georgia,30318,United States,"887 West Marietta Street Northwest, Atlanta, GA 30318, USA",emandrew@basebrands.com,,,+1 678 395 7513,,,,,,https://panjiva.com/Base-Brands-Llc/1912036,,Containers and Packaging,395063,4,,"","5719, 7311",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,1926 CTN,3048.0,"",2,; ,DW FLASK; DW FLASK
